"ts","username","platform","ms_played","conn_country","ip_addr_decrypted","user_agent_decrypted","master_metadata_track_name","master_metadata_album_artist_name","master_metadata_album_album_name","spotify_track_uri","episode_name","episode_show_name","spotify_episode_uri","reason_start","reason_end","shuffle","skipped","offline","offline_timestamp","incognito_mode"
"2018-09-05T17:04:45Z","1129081105","iOS 11.4.1 (iPhone8,1)",220320,"CH","178.197.232.52","unknown","Links 2 3 4","Rammstein","Made In Germany 1995 - 2011","spotify:track:0ztkLZzCTqwpPfZZXgCPj2",null,null,null,"trackdone","trackdone",false,null,false,1536166864538,false
"2014-02-02T17:00:01Z","1129081105","OS X 10.9.1 [x86 4]",258507,"CH","178.197.225.176","unknown","Trumpsta (Djuro Remix) [feat. Treyy G]","Contiez","Melbourne Bounce","spotify:track:3YcXXjmC9cM5Y2x3jUps0p",null,null,null,"backbtn","trackdone",false,false,false,0,false
"2018-02-27T19:03:21Z","1129081105","iOS 11.2.6 (iPhone8,1)",3854,"CH","178.197.233.54","unknown","Thomas Anders","Beginner","Advanced Chemistry","spotify:track:6wPVMIp2UNV5haX2wvzrkq",null,null,null,"fwdbtn","fwdbtn",true,null,false,1519758197455,false
"2020-12-18T23:24:13Z","1129081105","iOS 14.2 (iPhone9,3)",226348,"CH","85.1.120.45","unknown","Inside Out","Five Finger Death Punch","Inside Out","spotify:track:4Htt3QaBWdLggq88rJI5MU",null,null,null,"trackdone","trackdone",false,null,false,1608333625373,false
"2016-01-08T16:56:40Z","1129081105","iOS 9.2 (iPhone6,2)",216693,"AL","80.80.166.147","unknown","Suavemente","Scooter","20 Years of Hardcore","spotify:track:40jwzuV94zLlDz4pYnQKkX",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2016-12-08T04:09:20Z","1129081105","iOS 10.0.2 (iPhone7,2)",219000,"US","50.243.17.158","unknown","In the End","Linkin Park","Hybrid Theory","spotify:track:60a0Rd6pjrkxjPbaKzXjfq",null,null,null,"trackdone","trackdone",true,null,false,0,false
"2020-11-05T04:58:52Z","1129081105","iOS 14.1 (iPhone9,3)",2043,"CH","178.197.227.11","unknown","Foxtrot Uniform Charlie Kilo","Bloodhound Gang","Hefty Fine","spotify:track:6uGQKWdjmKvgH1QdDCcM8N",null,null,null,"fwdbtn","fwdbtn",false,null,false,1604552330027,false
"2015-04-18T18:58:42Z","1129081105","iOS 8.1.3 (iPhone6,2)",228026,"CH","178.197.225.151","unknown","Revenga","System Of A Down","Mezmerize","spotify:track:577mOFb1LAvSANIUZ4mbQ7",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2019-10-16T17:09:03Z","1129081105","iOS 12.4.1 (iPhone9,3)",278297,"CH","178.197.224.182","unknown","Can't Stop the Bleeding (feat. Gary Clark Jr. & Gramatik)","Tom Morello","Can't Stop the Bleeding (feat. Gary Clark Jr. & Gramatik)","spotify:track:1731hlSR40kK9X67spxxdA",null,null,null,"trackdone","trackdone",true,null,false,1571245464518,false
"2019-06-01T16:12:13Z","1129081105","iOS 12.2 (iPhone8,1)",286826,"CH","178.197.236.75","unknown","Bongzimmer","SXTN","Leben am Limit","spotify:track:5peJfpkLPMilv44VqUa2AS",null,null,null,"trackdone","trackdone",false,null,false,1559405244609,false
"2018-09-10T14:46:23Z","1129081105","iOS 11.4.1 (iPhone8,1)",6329,"CH","178.197.235.188","unknown","Oops!...I Did It Again","Britney Spears","Oops!... I Did It Again","spotify:track:6naxalmIoLFWR0siv8dnQQ",null,null,null,"trackdone","fwdbtn",false,null,false,1536590775084,false
"2014-07-13T18:12:53Z","1129081105","iOS 7.1.1 (iPhone5,2)",194270,"CH","178.197.236.183","unknown","LaLaLabernich","Dendemann","Die Pfütze des Eisbergs","spotify:track:0TAdm9hG0Pl1f3O68iShhH",null,null,null,"fwdbtn","trackdone",true,false,false,0,false
"2014-07-05T15:11:22Z","1129081105","iOS 7.1.1 (iPhone5,2)",2848,"CH","178.192.92.217","unknown","It's Time","Imagine Dragons","Night Visions","spotify:track:3xqF04FdMK7gpIPG3SPFpY",null,null,null,"fwdbtn","fwdbtn",false,true,false,0,false
"2012-07-14T18:28:29Z","1129081105","OS X 10.7.4 [x86 4]",221075,"CH","84.72.36.80","unknown","Primadonna","MARINA","Primadonna","spotify:track:6EuArluBSbxlFs4vtQ3cYR",null,null,null,"popup","trackdone",false,false,false,0,false
"2019-04-17T08:50:49Z","1129081105","iOS 12.2 (iPhone8,1)",1578,"CH","178.197.237.108","unknown","In the End","Linkin Park","Hybrid Theory","spotify:track:60a0Rd6pjrkxjPbaKzXjfq",null,null,null,"fwdbtn","fwdbtn",true,null,false,1555491046987,false
"2016-09-20T16:26:37Z","1129081105","iOS 10.0.1 (iPhone7,2)",187746,"CH","178.197.227.227","unknown","Jack Sparrow","The Lonely Island","Turtleneck & Chain","spotify:track:7tfEESAh4OB1g6egSd9ia1",null,null,null,"clickrow","trackdone",true,null,false,0,false
"2018-11-22T16:54:49Z","1129081105","iOS 12.1 (iPhone8,1)",93341,"CH","178.197.236.73","unknown","Where Have You Been","Rihanna","Talk That Talk","spotify:track:3tyPOhuVnt5zd5kGfxbCyL",null,null,null,"appload","trackdone",true,null,false,1542905594781,false
"2012-12-06T15:56:31Z","1129081105","iOS 6.0.1 (iPhone3,1)",240106,"CH","178.197.234.3","unknown","Forest","System Of A Down","Toxicity","spotify:track:6rtPisEHnoHHYSfWcTPDKM",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2021-04-24T15:42:27Z","1129081105","iOS 14.4.2 (iPhone9,3)",117772,"CH","178.197.235.169","unknown","Rx (Medicate)","Theory of a Deadman","Wake Up Call","spotify:track:2UZtI2HUyLRzqBjodvcUmY",null,null,null,"trackdone","endplay",false,null,false,1619278828011,false
"2015-06-16T18:56:14Z","1129081105","iOS 8.3 (iPhone6,2)",1160,"CH","188.61.101.146","unknown","So What","P!nk","Funhouse: The Tour Edition","spotify:track:19qn6oU2t0E72ENA0aWNsX",null,null,null,"fwdbtn","fwdbtn",true,true,false,0,false
"2012-12-18T20:51:03Z","1129081105","OS X 10.7.5 [x86 4]",5604,"CH","84.72.36.80","unknown","Diamonds","Rihanna","Diamonds","spotify:track:1mwt9hzaH7idmC5UCoOUkz",null,null,null,"trackdone","fwdbtn",true,true,false,0,false
"2012-11-18T16:53:36Z","1129081105","OS X 10.7.4 [x86 4]",213280,"CH","84.72.36.80","unknown","What We're All About - The Original version","Sum 41","Another Shot of Old Skool of Rock","spotify:track:0j2wPpWxGfjMUYKqzmYl75",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2015-08-24T14:42:02Z","1129081105","iOS 8.4 (iPhone6,2)",209546,"CH","178.197.225.0","unknown","Mein Rad","Kraftklub","In Schwarz","spotify:track:4eX8w1nGmdIaSn30SGr1Pa",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2017-06-21T18:14:13Z","1129081105","iOS 10.3.2 (iPhone7,2)",64072,"CH","178.197.226.68","unknown","Risin' High - Def Core Grand Mix/Video Cut","H-Blockx","Time To Move","spotify:track:3fp6lABJ5aWMSqkqGp1NlS",null,null,null,"trackdone","unexpected-exit-while-paused",false,null,false,1497719527138,false
"2019-09-06T17:53:39Z","1129081105","iOS 12.4.1 (iPhone9,3)",3390,"CH","178.197.226.113","unknown","Suavemente","Scooter","20 Years of Hardcore","spotify:track:40jwzuV94zLlDz4pYnQKkX",null,null,null,"fwdbtn","fwdbtn",false,null,false,1567792415180,false
"2012-11-03T15:31:57Z","1129081105","OS X 10.7.4 [x86 4]",259799,"CH","84.72.36.80","unknown","My December","Linkin Park","Hybrid Theory","spotify:track:0fxGA5lxrdYNYoE7yJxTNZ",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2018-11-07T19:13:13Z","1129081105","iOS 12.0.1 (iPhone8,1)",4714,"CH","178.197.232.218","unknown","Defy You","The Offspring","Greatest Hits","spotify:track:5VBVIcMh6CWy8szP3U0Ttp",null,null,null,"trackdone","fwdbtn",true,null,false,1541617986821,false
"2014-09-20T23:02:52Z","1129081105","iOS 7.1.1 (iPhone5,2)",1718,"CH","178.197.236.102","unknown","I Get Scared","DMX","Undisputed","spotify:track:0jXFmzPH7kxCHAEerW02Z3",null,null,null,"fwdbtn","fwdbtn",true,true,false,0,false
"2015-06-15T05:40:30Z","1129081105","iOS 8.3 (iPhone6,2)",51780,"CH","178.197.232.206","unknown","Kleiner Satellit","Blümchen","Für immer und ewig","spotify:track:3jXSoi9cDNPICj9YGYyHqB",null,null,null,"fwdbtn","endplay",true,true,false,0,false
"2015-03-14T23:44:42Z","1129081105","iOS 8.1.3 (iPhone6,2)",223240,"CH","178.197.234.138","unknown","Life, Liberty, and the Pursuit of Indian Blood","The Last Internationale","We Will Reign","spotify:track:5mcjAUE4arVJvFWOzlZQij",null,null,null,"fwdbtn","trackdone",true,false,false,0,false
"2019-04-14T16:19:00Z","1129081105","iOS 12.1.4 (iPhone8,1)",1996,"CH","178.197.235.91","unknown","An Angel","The Kelly Family","We Got Love","spotify:track:0kG0KGM2fM7fmGSKNG5TmI",null,null,null,"fwdbtn","fwdbtn",true,null,false,1555258738523,false
"2022-06-24T15:17:17Z","1129081105","iOS 15.4.1 (iPhone13,1)",3366,"CH","178.197.193.53","unknown","Butterfly","Crazy Town","The Gift Of Game","spotify:track:4BggEwLhGfrbrl7JBhC8EC",null,null,null,"fwdbtn","fwdbtn",false,null,false,1656083833477,false
"2021-01-27T15:47:41Z","1129081105","iOS 14.3 (iPhone9,3)",310333,"CH","178.197.234.108","unknown","I Will Survive","CAKE","Fashion Nugget","spotify:track:4THrHKyBL0yaDDw9yg37Zk",null,null,null,"fwdbtn","trackdone",true,null,false,1611762150971,false
"2016-09-21T06:05:02Z","1129081105","iOS 10.0.1 (iPhone7,2)",413675,"CH","178.197.227.227","unknown","Turning Into You","The Offspring","Days Go By","spotify:track:1guNJArkcT5A3ctMfD8R4F",null,null,null,"clickrow","trackdone",true,null,false,0,false
"2014-01-23T08:31:27Z","1129081105","iOS 7.0.4 (iPhone5,2)",7569,"CH","178.197.236.83","unknown","Stampede - Original Mix","Dimitri Vegas & Like Mike","Stampede","spotify:track:1KiWN1bwgN14bzjTKSO3T2",null,null,null,"fwdbtn","fwdbtn",true,true,false,0,false
"2013-10-14T19:58:42Z","1129081105","iOS 7.0.2 (iPhone5,2)",175533,"CH","178.197.236.30","unknown","Walla Walla","The Offspring","Americana","spotify:track:53T4hHGyr28ypR0Gyn5S07",null,null,null,"","trackdone",false,false,false,0,false
"2012-09-07T18:37:11Z","1129081105","OS X 10.7.4 [x86 4]",159786,"CH","84.72.36.80","unknown","Hey Julie","Fountains Of Wayne","Hey Julie","spotify:track:7sNlOu2jnVnJ93dj2Q7Wv0",null,null,null,"popup","trackdone",false,false,false,0,false
"2013-10-21T17:43:29Z","1129081105","iOS 7.0.2 (iPhone5,2)",169920,"CH","178.197.236.16","unknown","One - Radio Edit","Swedish House Mafia","One (Your Name)","spotify:track:41KPpw0EZCytxNkmEMJVgr",null,null,null,"","trackdone",false,false,false,0,false
"2016-11-26T07:44:57Z","1129081105","iOS 10.0.2 (iPhone7,2)",1996,"US","69.75.58.218","unknown","The Day Is My Enemy","The Prodigy","The Day Is My Enemy","spotify:track:2jOUGHGNinAz91azBP7ssW",null,null,null,"fwdbtn","backbtn",false,null,false,0,false
"2013-10-21T17:36:25Z","1129081105","iOS 7.0.2 (iPhone5,2)",2275,"CH","178.197.236.16","unknown","Fake It","Seether","Finding Beauty In Negative Spaces","spotify:track:2UNo9DIX2UzaWMJHbCXZ44",null,null,null,"fwdbtn","fwdbtn",false,true,false,0,false
"2016-08-17T17:04:09Z","1129081105","iOS 9.3.2 (iPhone6,2)",198573,"CH","178.197.226.189","unknown","Full Circle","Drowning Pool","Full Circle","spotify:track:6yXEyn82snidcTiFhFzXSd",null,null,null,"trackdone","trackdone",false,null,false,0,false
"2019-02-19T16:08:55Z","1129081105","iOS 12.1.2 (iPhone8,1)",20038,"CH","178.197.224.38","unknown","Revenga","System Of A Down","Mezmerize","spotify:track:577mOFb1LAvSANIUZ4mbQ7",null,null,null,"trackdone","fwdbtn",false,null,false,1550592513726,false
"2016-07-18T18:08:44Z","1129081105","iOS 9.3.2 (iPhone6,2)",248413,"CH","178.197.232.103","unknown","The Future Is Now","The Offspring","Days Go By","spotify:track:0ntMUusjtZmLiUnA6TjjSx",null,null,null,"clickrow","trackdone",true,null,false,0,false
"2017-02-11T10:22:30Z","1129081105","iOS 10.2.1 (iPhone7,2)",248906,"AL","178.132.216.73","unknown","Don't Stop Believin'","Journey","The Essential Journey","spotify:track:77NNZQSqzLNqh2A9JhLRkg",null,null,null,"trackdone","trackdone",false,null,false,1486808300946,false
"2017-01-28T09:04:47Z","1129081105","iOS 10.2 (iPhone7,2)",588905,"CH","178.197.235.151","unknown","Urlaub fürs Gehirn","K.I.Z","Urlaub fürs Gehirn","spotify:track:3Uu1Gpflq95f8NqKVPB5sz",null,null,null,"trackdone","endplay",false,null,false,1485562077896,false
"2016-05-08T13:19:29Z","1129081105","iOS 9.3.1 (iPhone6,2)",230333,"CH","178.197.232.75","unknown","Perfect","One Direction","Made In The A.M.","spotify:track:3NLnwwAQbbFKcEcV8hDItk",null,null,null,"trackdone","trackdone",true,null,false,0,false
"2015-02-10T18:03:06Z","1129081105","iOS 8.1.3 (iPhone6,2)",1811,"CH","178.197.224.143","unknown","The Riddle","Gigi D'Agostino","The Greatest Dance Und Party Hits Vol. 1","spotify:track:10ZwI7HcqEIPsxQ1lUtobL",null,null,null,"fwdbtn","fwdbtn",false,true,false,0,false
"2018-05-20T20:47:06Z","1129081105","iOS 11.3.1 (iPhone8,1)",165173,"CH","178.194.86.27","unknown","Under The Knife","Rise Against","The Sufferer & The Witness","spotify:track:3X8WHniDzH20AXb4AxQPX9",null,null,null,"trackdone","trackdone",false,null,false,1526849060503,false
"2016-04-30T11:35:38Z","1129081105","iOS 9.3.1 (iPhone6,2)",188106,"CH","178.197.232.211","unknown","Pretty Fly (For a White Guy)","The Offspring","Americana","spotify:track:15HadeuRG9THazDGzLH8ZU",null,null,null,"trackdone","trackdone",false,null,false,0,false
"2015-01-09T14:24:11Z","1129081105","iOS 8.1.2 (iPhone6,2)",3065,"CH","178.197.237.30","unknown","No Money no Love (feat. Elliphant & Ms. Dynamite)","David Guetta","Listen","spotify:track:0eMxuCzXxaiqUhVOXXZpPl",null,null,null,"fwdbtn","fwdbtn",false,true,false,0,false
"2017-01-18T07:31:23Z","1129081105","iOS 10.2 (iPhone7,2)",1114,"AL","178.132.216.73","unknown","Burning Heart - From ""Rocky IV"" Soundtrack","Survivor","Rocky IV","spotify:track:2avaSeKHI5l4sLruVfLdi2",null,null,null,"fwdbtn","fwdbtn",true,null,true,1,false
"2015-04-20T15:58:10Z","1129081105","iOS 8.1.3 (iPhone6,2)",210240,"CH","178.197.225.54","unknown","Chop Suey!","System Of A Down","Toxicity","spotify:track:5V3mdRI2yQxbSsJGDPc5lD",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2018-02-14T17:55:45Z","1129081105","iOS 11.2.5 (iPhone8,1)",206200,"CH","178.197.224.163","unknown","Guerrilla Radio","Rage Against The Machine","The Battle Of Los Angeles","spotify:track:1wsRitfRRtWyEapl0q22o8",null,null,null,"trackdone","trackdone",true,null,false,1518630738290,false
"2014-05-07T20:16:14Z","1129081105","iOS 7.1.1 (iPhone5,2)",231200,"CH","178.192.7.205","unknown","One","Johnny Cash","The Legend Of Johnny Cash","spotify:track:4vdV2Eua6RkUoUM51jdH56",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2014-08-15T19:35:57Z","1129081105","iOS 7.1.1 (iPhone5,2)",267360,"CH","92.104.125.217","unknown","The Pretender","Foo Fighters","Greatest Hits","spotify:track:6HNruFQlzQx4ulL4ppRLYI",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2019-04-14T15:42:57Z","1129081105","OS X 10.14.4 [x86 8]",12515,"CH","85.2.10.59","unknown","Ich find dich scheisse","Tic Tac Toe","Tic Tac Toe","spotify:track:0sP5kWa0azj9ucsZCSQxUS",null,null,null,"clickrow","endplay",false,null,false,1555256564303,false
"2012-05-25T16:11:37Z","1129081105","OS X 10.7.4 [x86 4]",285544,"CH","84.72.36.80",null,"Satisfaction - Original","Benny Benassi presents The Biz","Hypnotica","spotify:track:41N46fZZDok0gY5y49JFia",null,null,null,"backbtn","trackdone",true,false,false,0,false
"2017-03-04T20:11:31Z","1129081105","iOS 10.2.1 (iPhone7,2)",220226,"CH","178.197.236.44","unknown","Leave Me Alone","H-Blockx","No Excuses","spotify:track:6rsiLjUPVMzRBXr3vXv3mv",null,null,null,"trackdone","trackdone",true,null,false,1488658069546,false
"2016-08-20T17:28:18Z","1129081105","iOS 9.3.2 (iPhone6,2)",6385,"CH","178.197.233.254","unknown","Ante Up (feat. Busta Rhymes, Teflon & Remi Martin) - Remix","M.O.P.","Warriorz","spotify:track:5osSw3tL07Tuid7AWsvYcc",null,null,null,"clickrow","endplay",true,null,false,0,false
"2016-12-14T00:56:09Z","1129081105","iOS 10.0.2 (iPhone7,2)",227706,"US","24.221.68.40","unknown","Naschfuchs","Deichkind","Niveau Weshalb Warum","spotify:track:22oGZiTh4BJch99OloZPPJ",null,null,null,"trackdone","trackdone",false,null,false,0,false
"2018-02-21T17:31:52Z","1129081105","iOS 11.2.5 (iPhone8,1)",159492,"CH","178.197.234.154","unknown","Tsunami (Jump) [feat. Tinie Tempah] - Radio Edit","DVBBS","Demonstration","spotify:track:2NFrkgZzweWIiC9tUrjDnx",null,null,null,"trackdone","trackdone",true,null,false,1519234151713,false
"2012-10-21T16:59:55Z","1129081105","iOS 6.0 (iPhone3,1)",178453,"CH","178.197.233.31","unknown","You're Gonna Go Far, Kid","The Offspring","You're Gonna Go Far, Kid","spotify:track:3jNyatJv1JxuIlwKoYlo7Y",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2018-12-24T23:26:44Z","1129081105","iOS 12.1 (iPhone8,1)",1718,"CH","178.197.236.117","unknown","Arrest The President","Ice Cube","Everythangs Corrupt","spotify:track:3Oj5f6XETShvp2xknJyGMf",null,null,null,"fwdbtn","fwdbtn",false,null,false,1545694001781,false
"2019-05-17T21:00:09Z","1129081105","iOS 12.2 (iPhone8,1)",186966,"CH","188.62.132.42","unknown","Müde","Dendemann","da nich für!","spotify:track:5MKXq8PpvNU7YbhchmGl7D",null,null,null,"trackdone","trackdone",false,null,false,1558126621542,false
"2021-12-07T17:35:45Z","1129081105","iOS 14.8.1 (iPhone13,1)",4393,"CH","178.238.174.35","unknown","Ahnma","Beginner","Advanced Chemistry","spotify:track:1sr9lbDDGIxmFK7wUdA1Z8",null,null,null,"trackdone","fwdbtn",true,null,false,1638898538616,false
"2015-12-23T17:43:45Z","1129081105","iOS 9.1 (iPhone6,2)",219600,"CH","178.197.236.230","unknown","Mambo No. 5 (A Little Bit of...)","Lou Bega","King of Mambo","spotify:track:5lA6mFOvaiienokVbTZEQx",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2013-02-06T17:35:01Z","1129081105","OS X 10.8.2 [x86 4]",140480,"CH","84.72.132.65","unknown","Bad Moon Rising","Creedence Clearwater Revival","Creedence Clearwater Revival Hit Pac - 5 Series","spotify:track:6JR1uaUH7qqXgTEHD2frF8",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2014-04-20T19:23:28Z","1129081105","WebPlayer (websocket RFC6455)",50821,"CH","178.192.111.185","Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010%5f9%5f2)%20AppleWebKit%2f537.74.9%20(KHTML,%20like%20Gecko)%20Version%2f7.0.2%20Safari%2f537.74.9","Creep - Live","Korn","MTV Unplugged","spotify:track:5z1vCywwTJAP8qSkGJymFY",null,null,null,"trackdone","clickrow",false,false,false,0,false
"2015-09-23T16:38:16Z","1129081105","iOS 9.0 (iPhone6,2)",201546,"CH","178.197.233.112","unknown","Points of Authority","Linkin Park","Hybrid Theory","spotify:track:5egqKwgK5r5rvGD1LrtR7J",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2015-06-19T16:31:57Z","1129081105","iOS 8.3 (iPhone6,2)",295533,"CH","178.197.225.195","unknown","Im Reschtorant","Peach Weber","GäxBomb!","spotify:track:2wE54qbMqnrWmhDUq4uIz8",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2020-02-21T08:32:32Z","1129081105","iOS 13.3.1 (iPhone9,3)",69984,"CH","178.197.233.253","unknown","Scary Movies","Bad Meets Evil","Ridin' Dirty, Vol.10","spotify:track:6poYzZkWE1DGI714Ujxzm1",null,null,null,"fwdbtn","fwdbtn",true,null,false,1582273882095,false
"2012-08-02T08:42:54Z","1129081105","OS X 10.7.4 [x86 4]",126833,"CH","84.72.36.80","unknown","Turn Up The Love","Far East Movement","Dirty Bass","spotify:track:4HQ9gXAtONKs8NCM0MFUTu",null,null,null,"trackdone","backbtn",true,true,false,0,false
"2018-09-25T17:47:12Z","1129081105","iOS 11.4.1 (iPhone8,1)",5572,"CH","178.197.237.64","unknown","Widerstand","Faber","Alles Gute","spotify:track:2PaT5LhCwmZwAKltkVdW4S",null,null,null,"fwdbtn","fwdbtn",true,null,false,1537897626393,false
"2012-09-13T14:14:25Z","1129081105","iOS 5.1.1 (iPhone3,1)",163694,"CH","178.197.233.27","unknown","One (Your Name) (Instrumental Swedish House Mafia Cover Version)","Tribute Mega Stars","One (Your Name) (Swedish House Mafia Cover Versions)","spotify:track:14lRoeB3eQcwryXqoqVUcT",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2015-12-26T18:05:19Z","1129081105","iOS 9.2 (iPhone6,2)",1857,"CH","178.197.234.66","unknown","Crawling","Linkin Park","Hybrid Theory","spotify:track:57BrRMwf9LrcmuOsyGilwr",null,null,null,"clickrow","endplay",false,true,false,0,false
"2019-09-01T00:38:07Z","1129081105","iOS 12.2 (iPad4,4)",331066,"CH","178.192.225.23","unknown","Reise Durch Die Zeit","Blümchen","Verliebt...","spotify:track:7B5NANShWGHBlbiQDYfnD2",null,null,null,"trackdone","trackdone",true,null,false,1567297955730,false
"2012-05-18T11:59:04Z","1129081105","iOS 5.1 (iPhone3,1)",1857,"CH","84.72.36.80",null,"Can't Fight This Feeling","REO Speedwagon","Top Gun Deluxe Edition","spotify:track:3TBDz85G1UDlxO2R5fKIUG",null,null,null,"fwdbtn","fwdbtn",false,true,false,0,false
"2016-10-30T17:42:43Z","1129081105","OS X 10.12.0 [x86 8]",215800,"CH","92.107.133.133","unknown","Around the World (La La La La La) - Radio Version","A Touch Of Class","Smash! Vol. 11","spotify:track:5unmsMTn84dE2kb3kz4wfe",null,null,null,"trackdone","trackdone",true,null,true,1477779147958,false
"2018-08-02T16:37:00Z","1129081105","iOS 11.4.1 (iPhone8,1)",11586,"CH","178.197.229.111","unknown","Nichts","Faber","Sei ein Faber im Wind","spotify:track:2W7nMKupO83NI2eih8l1qv",null,null,null,"appload","endplay",false,null,false,1533227806459,false
"2014-04-20T19:42:00Z","1129081105","WebPlayer (websocket RFC6455)",77737,"CH","178.192.111.185","Mozilla%2f5.0%20(Macintosh%3b%20Intel%20Mac%20OS%20X%2010%5f9%5f2)%20AppleWebKit%2f537.74.9%20(KHTML,%20like%20Gecko)%20Version%2f7.0.2%20Safari%2f537.74.9","What A Wonderful World","Sam Cooke","Sam Cooke","spotify:track:0hAXS1mAx8OvXJbUwvR3XY",null,null,null,"trackdone","trackdone",false,false,false,0,false
"2020-04-05T16:58:14Z","1129081105","iOS 13.3.1 (iPhone9,3)",399566,"CH","178.197.235.250","unknown","Vigilance - Original Mix","UMEK","Vigilance EP","spotify:track:0P0rTrGkQMCei95omAOdQq",null,null,null,"trackdone","trackdone",true,null,false,1586105494172,false
"2019-12-22T16:03:03Z","1129081105","Partner android_tv Swisscom;TVBox;756a522d9f1648b89e76e80be654456a;;tpapi",254280,"ZZ","188.62.132.102","","Only in America (feat. Party Supplies)","Action Bronson","Mr. Wonderful","spotify:track:2FUzla1Me9NNX0iG6xztzG",null,null,null,"playbtn","trackdone",false,null,false,0,false
"2013-11-13T17:47:58Z","1129081105","iOS 7.0.3 (iPhone5,2)",206520,"CH","178.197.224.219","unknown","Can't Repeat","The Offspring","Greatest Hits","spotify:track:26p11fYyDAY6pI0rC95aJj",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2015-01-09T12:27:59Z","1129081105","iOS 8.1.2 (iPhone6,2)",228586,"CH","178.197.237.30","unknown","Defy You","The Offspring","Greatest Hits","spotify:track:7hQfGDSGsv65uUcL5s0T48",null,null,null,"trackdone","trackdone",true,false,false,0,false
"2012-06-15T15:51:03Z","1129081105","iOS 5.1.1 (iPhone3,1)",5665,"CH","178.197.233.67",null,"Ring Of Fire","Johnny Cash","This Is The Sound Of...Johnny Cash","spotify:track:0KeWALTjScYDd3vx1Z1MfW",null,null,null,"fwdbtn","fwdbtn",true,true,false,0,false
"2021-05-11T06:33:59Z","1129081105","iOS 14.5.1 (iPhone13,1)",1718,"CH","178.197.233.225","unknown","B.O.B. - Bombs Over Baghdad","Outkast","Stankonia","spotify:track:3WibbMr6canxRJXhNtAvLU",null,null,null,"fwdbtn","fwdbtn",false,null,false,1620714836771,false
"2017-01-27T21:45:45Z","1129081105","iOS 10.2 (iPhone7,2)",258280,"CH","178.197.226.88","unknown","Out In The Fields - Remastered 2002","Gary Moore","The Platinum Collection","spotify:track:5AQhw6cV5w1NipoBJbOb3f",null,null,null,"trackdone","trackdone",false,null,false,1485553285871,false
"2016-06-24T18:02:39Z","1129081105","iOS 9.3.2 (iPhone6,2)",2554,"CH","178.197.228.174","unknown","All Star","Smash Mouth","All Star Smash Hits","spotify:track:22c2pt75xtnDddA5Zlm0yy",null,null,null,"fwdbtn","fwdbtn",true,null,false,0,false
"2015-05-08T15:16:05Z","1129081105","iOS 8.1.3 (iPhone6,2)",1996,"CH","178.197.227.160","unknown","And No Matches","Scooter","20 Years of Hardcore","spotify:track:5Kxk0Jj1oMhMNw3xzt6wr1",null,null,null,"clickrow","endplay",true,true,false,0,false
"2019-06-06T06:29:35Z","1129081105","iOS 12.2 (iPhone8,1)",403632,"CH","178.197.228.123","unknown","Wherever I May Roam","Metallica","Metallica","spotify:track:22GbAGb80ZZNgm2yrBMnpR",null,null,null,"appload","trackdone",true,null,false,1559802164803,false
"2022-07-08T13:28:25Z","1129081105","Windows 10 (10.0.19044; x64; AppX)",172160,"CH","178.238.174.10","unknown","Tarzan Boy","Baltimora","Living In The Background","spotify:track:273uCXd7NPrInaiNqtkOrA",null,null,null,"clickrow","endplay",false,null,false,1657286734221,false
"2016-09-29T16:49:52Z","1129081105","iOS 10.0.1 (iPhone7,2)",299786,"CH","178.197.233.209","unknown","The Motherload","Mastodon","Once More 'Round the Sun","spotify:track:6EF0xhfKtQNqUPz2mnE5BD",null,null,null,"trackdone","trackdone",false,null,false,0,false
"2015-03-03T17:34:08Z","1129081105","OS X 11.0.2 [x86 8]",313573,"DE","80.147.100.138","unknown","Killing In The Name","Rage Against The Machine","Rage Against The Machine - XX (20th Anniversary Special Edition)","spotify:track:59WN2psjkt1tyaxjspN8fp",null,null,null,"clickrow","trackdone",false,false,false,0,false
"2021-06-29T11:50:02Z","1129081105","iOS 14.6 (iPhone13,1)",184853,"CH","178.238.172.118","unknown","Ba-Ba-Banküberfall","EAV (Erste Allgemeine Verunsicherung)","100 Jahre EAV...ihr habt es so gewollt!","spotify:track:4STaVPRPiiZUewrnzyKQPB",null,null,null,"fwdbtn","trackdone",false,null,false,1624967218296,false
